"id_respondent","cultural_choice","cultural.choice_order","occupation_card","team"
"group1-06-04-25_17:46","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",2,"инженер-конструктор","group1"
"group1-06-04-25_17:46","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",3,"веб-дизайнер","group1"
"group1-06-04-25_17:46","вегетарианцы",1,"психотерапевт","group1"
"group1-06-04-25_17:46","вегетарианцы",2,"секретарь","group1"
"group1-06-04-25_17:46","вегетарианцы",3,"медсестра","group1"
"group1-06-04-25_17:46","знают французский",1,"научный сотрудник","group1"
"group1-06-04-25_17:46","знают французский",2,"руководитель отдела маркетинга и рекламы","group1"
"group1-06-04-25_17:46","знают французский",3,"архитектор","group1"
"group1-06-04-25_17:46","носят adidas",1,"веб-дизайнер","group1"
"group1-06-04-25_17:46","носят adidas",2,"охранник","group1"
"group1-06-04-25_17:46","носят adidas",3,"водитель бензовоза","group1"
"group1-06-04-25_17:46","любят салат оливье",1,"уборщик помещений","group1"
"group1-06-04-25_17:46","любят салат оливье",2,"лейтенант вмф","group1"
"group1-06-04-25_17:46","любят салат оливье",3,"повар","group1"
"group1-06-04-25_17:46","покупают в среднем две книги в месяц",1,"бариста","group1"
"group1-06-04-25_17:46","покупают в среднем две книги в месяц",2,"юрист","group1"
"group1-06-04-25_17:46","покупают в среднем две книги в месяц",3,"финансовый консультант","group1"
"group1-06-04-25_17:46","не празднуют 8 марта и 23 февраля",1,"научный сотрудник","group1"
"group1-06-04-25_17:46","не празднуют 8 марта и 23 февраля",2,"архитектор","group1"
"group1-06-04-25_17:46","не празднуют 8 марта и 23 февраля",3,"администратор гостиницы","group1"
"group1-06-04-25_17:46","любят стендап",1,"лейтенант вмф","group1"
"group1-06-04-25_17:46","любят стендап",2,"артист оркестра","group1"
"group1-06-04-25_17:46","любят стендап",3,"агент по недвижимости","group1"
"group1-06-04-25_17:46","регулярно посещают психолога",1,"бухгалтер","group1"
"group1-06-04-25_17:46","регулярно посещают психолога",2,"секретарь","group1"
"group1-06-04-25_17:46","регулярно посещают психолога",3,"разработчик программного обеспечения","group1"
